Label,x_a,y_b,z_c
B2_10_1_0_0,1.3748,0.2036,0.5
B2_11_1_0_0,1.2036,0.5,0.6252
B2_15_1_0_0,1.5,0.6252,0.7964
B2_18_1_0_0,1.5,0.3748,0.2036
B2_25_1_0_0,1.1252,0,0.7036
B2_26_1_0_0,1.2964,0.1252,0
B2_27_1_0_0,1,0.2964,0.8748
B2_28_1_0_0,1.8748,0,0.2964
B2_29_1_0_0,1.7036,0.8748,0
B2_30_1_0_0,1,0.7036,0.1252
B2_31_1_0_0,1.1252,0,0.2964
B2_32_1_0_0,1.2964,0.8748,0
B2_34_1_0_0,1.8748,0,0.7036
B2_35_1_0_0,1.7036,0.1252,0
B2_39_1_0_0,1,0.2964,0.1252
B2_42_1_0_0,1,0.7036,0.8748
Si1_1_1_0_0,1,0.5,0.75
Si1_2_1_0_0,1.5,0.25,0
Si1_3_1_0_0,1.75,0,0.5
Si1_4_1_0_0,1,0.5,0.25
Si1_5_1_0_0,1.5,0.75,0
Si1_6_1_0_0,1.25,0,0.5
Si3_1_1_0_0,1.6974,0.3026,0.6974
Si3_4_1_0_0,1.3026,0.6974,0.3026
Si3_7_1_0_0,1.6974,0.6974,0.3026
Si3_10_1_0_0,1.3026,0.3026,0.6974
Si3_13_1_0_0,1.3026,0.6974,0.6974
Si3_16_1_0_0,1.6974,0.3026,0.3026
Si3_19_1_0_0,1.3026,0.3026,0.3026
Si3_22_1_0_0,1.6974,0.6974,0.6974
Si3_25_1_0_0,1.1974,0.1974,0.8026
Si3_28_1_0_0,1.8026,0.8026,0.1974
Si3_31_1_0_0,1.1974,0.8026,0.1974
Si3_34_1_0_0,1.8026,0.1974,0.8026
Si3_37_1_0_0,1.8026,0.1974,0.1974
Si3_40_1_0_0,1.1974,0.8026,0.8026
Si3_43_1_0_0,1.8026,0.8026,0.8026
Si3_46_1_0_0,1.1974,0.1974,0.1974
Cs1_1_-1_1_0,-0.5,1.5,0.5
Cs1_25_-1_1_0,-1,1,0
Cs2_1_-1_1_0,-0.5,1,0.75
Cs2_2_-1_1_0,-1,1.25,0.5
Cs2_3_-1_1_0,-0.25,1.5,0
Cs2_4_-1_1_0,-0.5,1,0.25
Cs2_5_-1_1_0,-1,1.75,0.5
Cs2_6_-1_1_0,-0.75,1.5,0
B1_1_-1_1_0,-0.3134,1.3134,0.6866
B1_4_-1_1_0,-0.6866,1.6866,0.3134
B1_7_-1_1_0,-0.3134,1.6866,0.3134
B1_10_-1_1_0,-0.6866,1.3134,0.6866
B1_13_-1_1_0,-0.6866,1.6866,0.6866
B1_16_-1_1_0,-0.3134,1.3134,0.3134
B1_19_-1_1_0,-0.6866,1.3134,0.3134
B1_22_-1_1_0,-0.3134,1.6866,0.6866
B1_25_-1_1_0,-0.8134,1.1866,0.8134
B1_28_-1_1_0,-0.1866,1.8134,0.1866
B1_31_-1_1_0,-0.8134,1.8134,0.1866
B1_34_-1_1_0,-0.1866,1.1866,0.8134
B1_37_-1_1_0,-0.1866,1.1866,0.1866
B1_40_-1_1_0,-0.8134,1.8134,0.8134
B1_43_-1_1_0,-0.1866,1.8134,0.8134
B1_46_-1_1_0,-0.8134,1.1866,0.1866
B2_1_-1_1_0,-0.3748,1.2036,0.5
B2_2_-1_1_0,-0.2036,1.5,0.6252
B2_3_-1_1_0,-0.5,1.3748,0.7964
B2_4_-1_1_0,-0.6252,1.7964,0.5
B2_5_-1_1_0,-0.7964,1.5,0.3748
B2_6_-1_1_0,-0.5,1.6252,0.2036
B2_7_-1_1_0,-0.3748,1.7964,0.5
B2_8_-1_1_0,-0.2036,1.5,0.3748
B2_10_-1_1_0,-0.6252,1.2036,0.5
B2_11_-1_1_0,-0.7964,1.5,0.6252
B2_15_-1_1_0,-0.5,1.6252,0.7964
B2_18_-1_1_0,-0.5,1.3748,0.2036
B2_25_-1_1_0,-0.8748,1,0.7036
B2_26_-1_1_0,-0.7036,1.1252,0
B2_27_-1_1_0,-1,1.2964,0.8748
B2_28_-1_1_0,-0.1252,1,0.2964
B2_29_-1_1_0,-0.2964,1.8748,0
B2_30_-1_1_0,-1,1.7036,0.1252
B2_31_-1_1_0,-0.8748,1,0.2964
B2_32_-1_1_0,-0.7036,1.8748,0
B2_34_-1_1_0,-0.1252,1,0.7036
B2_35_-1_1_0,-0.2964,1.1252,0
B2_39_-1_1_0,-1,1.2964,0.1252
B2_42_-1_1_0,-1,1.7036,0.8748
Si1_1_-1_1_0,-1,1.5,0.75
Si1_2_-1_1_0,-0.5,1.25,0
Si1_3_-1_1_0,-0.25,1,0.5
Si1_4_-1_1_0,-1,1.5,0.25
Si1_5_-1_1_0,-0.5,1.75,0
Si1_6_-1_1_0,-0.75,1,0.5
Si3_1_-1_1_0,-0.3026,1.3026,0.6974
Si3_4_-1_1_0,-0.6974,1.6974,0.3026
Si3_7_-1_1_0,-0.3026,1.6974,0.3026
Si3_10_-1_1_0,-0.6974,1.3026,0.6974
Si3_13_-1_1_0,-0.6974,1.6974,0.6974
Si3_16_-1_1_0,-0.3026,1.3026,0.3026
Si3_19_-1_1_0,-0.6974,1.3026,0.3026
Si3_22_-1_1_0,-0.3026,1.6974,0.6974
Si3_25_-1_1_0,-0.8026,1.1974,0.8026
Si3_28_-1_1_0,-0.1974,1.8026,0.1974
Si3_31_-1_1_0,-0.8026,1.8026,0.1974
Si3_34_-1_1_0,-0.1974,1.1974,0.8026
Si3_37_-1_1_0,-0.1974,1.1974,0.1974
Si3_40_-1_1_0,-0.8026,1.8026,0.8026
Si3_43_-1_1_0,-0.1974,1.8026,0.8026
Si3_46_-1_1_0,-0.8026,1.1974,0.1974
Cs1_1_0_1_0,0.5,1.5,0.5
Cs1_25_0_1_0,0,1,0
Cs2_1_0_1_0,0.5,1,0.75
Cs2_2_0_1_0,0,1.25,0.5
Cs2_3_0_1_0,0.75,1.5,0
Cs2_4_0_1_0,0.5,1,0.25
Cs2_5_0_1_0,0,1.75,0.5
Cs2_6_0_1_0,0.25,1.5,0
B1_1_0_1_0,0.6866,1.3134,0.6866
B1_4_0_1_0,0.3134,1.6866,0.3134
B1_7_0_1_0,0.6866,1.6866,0.3134
B1_10_0_1_0,0.3134,1.3134,0.6866
B1_13_0_1_0,0.3134,1.6866,0.6866
B1_16_0_1_0,0.6866,1.3134,0.3134
B1_19_0_1_0,0.3134,1.3134,0.3134
B1_22_0_1_0,0.6866,1.6866,0.6866
B1_25_0_1_0,0.1866,1.1866,0.8134
B1_28_0_1_0,0.8134,1.8134,0.1866
B1_31_0_1_0,0.1866,1.8134,0.1866
B1_34_0_1_0,0.8134,1.1866,0.8134
B1_37_0_1_0,0.8134,1.1866,0.1866
B1_40_0_1_0,0.1866,1.8134,0.8134
B1_43_0_1_0,0.8134,1.8134,0.8134
B1_46_0_1_0,0.1866,1.1866,0.1866
B2_1_0_1_0,0.6252,1.2036,0.5
B2_2_0_1_0,0.7964,1.5,0.6252
B2_3_0_1_0,0.5,1.3748,0.7964
B2_4_0_1_0,0.3748,1.7964,0.5
B2_5_0_1_0,0.2036,1.5,0.3748
B2_6_0_1_0,0.5,1.6252,0.2036
B2_7_0_1_0,0.6252,1.7964,0.5
B2_8_0_1_0,0.7964,1.5,0.3748
B2_10_0_1_0,0.3748,1.2036,0.5
B2_11_0_1_0,0.2036,1.5,0.6252
B2_15_0_1_0,0.5,1.6252,0.7964
B2_18_0_1_0,0.5,1.3748,0.2036
B2_25_0_1_0,0.1252,1,0.7036
B2_26_0_1_0,0.2964,1.1252,0
B2_27_0_1_0,0,1.2964,0.8748
B2_28_0_1_0,0.8748,1,0.2964
B2_29_0_1_0,0.7036,1.8748,0
B2_30_0_1_0,0,1.7036,0.1252
B2_31_0_1_0,0.1252,1,0.2964
B2_32_0_1_0,0.2964,1.8748,0
B2_34_0_1_0,0.8748,1,0.7036
B2_35_0_1_0,0.7036,1.1252,0
B2_39_0_1_0,0,1.2964,0.1252
B2_42_0_1_0,0,1.7036,0.8748
Si1_1_0_1_0,0,1.5,0.75
Si1_2_0_1_0,0.5,1.25,0
Si1_3_0_1_0,0.75,1,0.5
Si1_4_0_1_0,0,1.5,0.25
Si1_5_0_1_0,0.5,1.75,0
Si1_6_0_1_0,0.25,1,0.5
Si3_1_0_1_0,0.6974,1.3026,0.6974
Si3_4_0_1_0,0.3026,1.6974,0.3026
Si3_7_0_1_0,0.6974,1.6974,0.3026
Si3_10_0_1_0,0.3026,1.3026,0.6974
Si3_13_0_1_0,0.3026,1.6974,0.6974
Si3_16_0_1_0,0.6974,1.3026,0.3026
Si3_19_0_1_0,0.3026,1.3026,0.3026
Si3_22_0_1_0,0.6974,1.6974,0.6974
Si3_25_0_1_0,0.1974,1.1974,0.8026
Si3_28_0_1_0,0.8026,1.8026,0.1974
Si3_31_0_1_0,0.1974,1.8026,0.1974
Si3_34_0_1_0,0.8026,1.1974,0.8026
Si3_37_0_1_0,0.8026,1.1974,0.1974
Si3_40_0_1_0,0.1974,1.8026,0.8026
Si3_43_0_1_0,0.8026,1.8026,0.8026
Si3_46_0_1_0,0.1974,1.1974,0.1974
Cs1_1_1_1_0,1.5,1.5,0.5
Cs1_25_1_1_0,1,1,0
Cs2_1_1_1_0,1.5,1,0.75
Cs2_2_1_1_0,1,1.25,0.5
Cs2_3_1_1_0,1.75,1.5,0
Cs2_4_1_1_0,1.5,1,0.25
Cs2_5_1_1_0,1,1.75,0.5
Cs2_6_1_1_0,1.25,1.5,0
B1_1_1_1_0,1.6866,1.3134,0.6866
B1_4_1_1_0,1.3134,1.6866,0.3134
B1_7_1_1_0,1.6866,1.6866,0.3134
B1_10_1_1_0,1.3134,1.3134,0.6866
B1_13_1_1_0,1.3134,1.6866,0.6866
B1_16_1_1_0,1.6866,1.3134,0.3134
B1_19_1_1_0,1.3134,1.3134,0.3134
B1_22_1_1_0,1.6866,1.6866,0.6866
B1_25_1_1_0,1.1866,1.1866,0.8134
B1_28_1_1_0,1.8134,1.8134,0.1866
B1_31_1_1_0,1.1866,1.8134,0.1866
B1_34_1_1_0,1.8134,1.1866,0.8134
B1_37_1_1_0,1.8134,1.1866,0.1866
B1_40_1_1_0,1.1866,1.8134,0.8134
B1_43_1_1_0,1.8134,1.8134,0.8134
B1_46_1_1_0,1.1866,1.1866,0.1866
B2_1_1_1_0,1.6252,1.2036,0.5
B2_2_1_1_0,1.7964,1.5,0.6252
B2_3_1_1_0,1.5,1.3748,0.7964
B2_4_1_1_0,1.3748,1.7964,0.5
B2_5_1_1_0,1.2036,1.5,0.3748
B2_6_1_1_0,1.5,1.6252,0.2036
B2_7_1_1_0,1.6252,1.7964,0.5
B2_8_1_1_0,1.7964,1.5,0.3748
B2_10_1_1_0,1.3748,1.2036,0.5
B2_11_1_1_0,1.2036,1.5,0.6252
B2_15_1_1_0,1.5,1.6252,0.7964
B2_18_1_1_0,1.5,1.3748,0.2036
B2_25_1_1_0,1.1252,1,0.7036
B2_26_1_1_0,1.2964,1.1252,0
B2_27_1_1_0,1,1.2964,0.8748
B2_28_1_1_0,1.8748,1,0.2964
B2_29_1_1_0,1.7036,1.8748,0
B2_30_1_1_0,1,1.7036,0.1252
B2_31_1_1_0,1.1252,1,0.2964
B2_32_1_1_0,1.2964,1.8748,0
B2_34_1_1_0,1.8748,1,0.7036
B2_35_1_1_0,1.7036,1.1252,0
B2_39_1_1_0,1,1.2964,0.1252
B2_42_1_1_0,1,1.7036,0.8748
Si1_1_1_1_0,1,1.5,0.75
Si1_2_1_1_0,1.5,1.25,0
Si1_3_1_1_0,1.75,1,0.5
Si1_4_1_1_0,1,1.5,0.25
Si1_5_1_1_0,1.5,1.75,0
Si1_6_1_1_0,1.25,1,0.5
Si3_1_1_1_0,1.6974,1.3026,0.6974
Si3_4_1_1_0,1.3026,1.6974,0.3026
Si3_7_1_1_0,1.6974,1.6974,0.3026
Si3_10_1_1_0,1.3026,1.3026,0.6974
Si3_13_1_1_0,1.3026,1.6974,0.6974
Si3_16_1_1_0,1.6974,1.3026,0.3026
Si3_19_1_1_0,1.3026,1.3026,0.3026
Si3_22_1_1_0,1.6974,1.6974,0.6974
Si3_25_1_1_0,1.1974,1.1974,0.8026
Si3_28_1_1_0,1.8026,1.8026,0.1974
Si3_31_1_1_0,1.1974,1.8026,0.1974
Si3_34_1_1_0,1.8026,1.1974,0.8026
Si3_37_1_1_0,1.8026,1.1974,0.1974
Si3_40_1_1_0,1.1974,1.8026,0.8026
Si3_43_1_1_0,1.8026,1.8026,0.8026
Si3_46_1_1_0,1.1974,1.1974,0.1974
Cs1_1_-1_-1_1,-0.5,-0.5,1.5
Cs1_25_-1_-1_1,-1,-1,1
Cs2_1_-1_-1_1,-0.5,-1,1.75
Cs2_2_-1_-1_1,-1,-0.75,1.5
Cs2_3_-1_-1_1,-0.25,-0.5,1
Cs2_4_-1_-1_1,-0.5,-1,1.25
Cs2_5_-1_-1_1,-1,-0.25,1.5
Cs2_6_-1_-1_1,-0.75,-0.5,1
B1_1_-1_-1_1,-0.3134,-0.6866,1.6866
B1_4_-1_-1_1,-0.6866,-0.3134,1.3134
B1_7_-1_-1_1,-0.3134,-0.3134,1.3134
B1_10_-1_-1_1,-0.6866,-0.6866,1.6866
B1_13_-1_-1_1,-0.6866,-0.3134,1.6866
B1_16_-1_-1_1,-0.3134,-0.6866,1.3134
B1_19_-1_-1_1,-0.6866,-0.6866,1.3134
B1_22_-1_-1_1,-0.3134,-0.3134,1.6866
B1_25_-1_-1_1,-0.8134,-0.8134,1.8134
B1_28_-1_-1_1,-0.1866,-0.1866,1.1866
B1_31_-1_-1_1,-0.8134,-0.1866,1.1866
B1_34_-1_-1_1,-0.1866,-0.8134,1.8134
B1_37_-1_-1_1,-0.1866,-0.8134,1.1866
B1_40_-1_-1_1,-0.8134,-0.1866,1.8134
B1_43_-1_-1_1,-0.1866,-0.1866,1.8134
B1_46_-1_-1_1,-0.8134,-0.8134,1.1866
B2_1_-1_-1_1,-0.3748,-0.7964,1.5
B2_2_-1_-1_1,-0.2036,-0.5,1.6252
B2_3_-1_-1_1,-0.5,-0.6252,1.7964
B2_4_-1_-1_1,-0.6252,-0.2036,1.5
B2_5_-1_-1_1,-0.7964,-0.5,1.3748
B2_6_-1_-1_1,-0.5,-0.3748,1.2036
B2_7_-1_-1_1,-0.3748,-0.2036,1.5
B2_8_-1_-1_1,-0.2036,-0.5,1.3748
B2_10_-1_-1_1,-0.6252,-0.7964,1.5
B2_11_-1_-1_1,-0.7964,-0.5,1.6252
B2_15_-1_-1_1,-0.5,-0.3748,1.7964
B2_18_-1_-1_1,-0.5,-0.6252,1.2036
B2_25_-1_-1_1,-0.8748,-1,1.7036
B2_26_-1_-1_1,-0.7036,-0.8748,1
B2_27_-1_-1_1,-1,-0.7036,1.8748
B2_28_-1_-1_1,-0.1252,-1,1.2964
B2_29_-1_-1_1,-0.2964,-0.1252,1
B2_30_-1_-1_1,-1,-0.2964,1.1252
B2_31_-1_-1_1,-0.8748,-1,1.2964
B2_32_-1_-1_1,-0.7036,-0.1252,1
B2_34_-1_-1_1,-0.1252,-1,1.7036
B2_35_-1_-1_1,-0.2964,-0.8748,1
B2_39_-1_-1_1,-1,-0.7036,1.1252
B2_42_-1_-1_1,-1,-0.2964,1.8748
Si1_1_-1_-1_1,-1,-0.5,1.75
Si1_2_-1_-1_1,-0.5,-0.75,1
Si1_3_-1_-1_1,-0.25,-1,1.5
Si1_4_-1_-1_1,-1,-0.5,1.25
Si1_5_-1_-1_1,-0.5,-0.25,1
Si1_6_-1_-1_1,-0.75,-1,1.5
Si3_1_-1_-1_1,-0.3026,-0.6974,1.6974
Si3_4_-1_-1_1,-0.6974,-0.3026,1.3026
Si3_7_-1_-1_1,-0.3026,-0.3026,1.3026
Si3_10_-1_-1_1,-0.6974,-0.6974,1.6974
Si3_13_-1_-1_1,-0.6974,-0.3026,1.6974
Si3_16_-1_-1_1,-0.3026,-0.6974,1.3026
Si3_19_-1_-1_1,-0.6974,-0.6974,1.3026
Si3_22_-1_-1_1,-0.3026,-0.3026,1.6974
Si3_25_-1_-1_1,-0.8026,-0.8026,1.8026
Si3_28_-1_-1_1,-0.1974,-0.1974,1.1974
Si3_31_-1_-1_1,-0.8026,-0.1974,1.1974
Si3_34_-1_-1_1,-0.1974,-0.8026,1.8026
Si3_37_-1_-1_1,-0.1974,-0.8026,1.1974
Si3_40_-1_-1_1,-0.8026,-0.1974,1.8026
Si3_43_-1_-1_1,-0.1974,-0.1974,1.8026
Si3_46_-1_-1_1,-0.8026,-0.8026,1.1974
Cs1_1_0_-1_1,0.5,-0.5,1.5
Cs1_25_0_-1_1,0,-1,1
Cs2_1_0_-1_1,0.5,-1,1.75
Cs2_2_0_-1_1,0,-0.75,1.5
Cs2_3_0_-1_1,0.75,-0.5,1
Cs2_4_0_-1_1,0.5,-1,1.25
Cs2_5_0_-1_1,0,-0.25,1.5
Cs2_6_0_-1_1,0.25,-0.5,1
B1_1_0_-1_1,0.6866,-0.6866,1.6866
B1_4_0_-1_1,0.3134,-0.3134,1.3134
B1_7_0_-1_1,0.6866,-0.3134,1.3134
B1_10_0_-1_1,0.3134,-0.6866,1.6866
B1_13_0_-1_1,0.3134,-0.3134,1.6866
B1_16_0_-1_1,0.6866,-0.6866,1.3134
B1_19_0_-1_1,0.3134,-0.6866,1.3134
B1_22_0_-1_1,0.6866,-0.3134,1.6866
B1_25_0_-1_1,0.1866,-0.8134,1.8134
B1_28_0_-1_1,0.8134,-0.1866,1.1866
B1_31_0_-1_1,0.1866,-0.1866,1.1866
B1_34_0_-1_1,0.8134,-0.8134,1.8134
B1_37_0_-1_1,0.8134,-0.8134,1.1866
B1_40_0_-1_1,0.1866,-0.1866,1.8134
B1_43_0_-1_1,0.8134,-0.1866,1.8134
B1_46_0_-1_1,0.1866,-0.8134,1.1866
B2_1_0_-1_1,0.6252,-0.7964,1.5
B2_2_0_-1_1,0.7964,-0.5,1.6252
B2_3_0_-1_1,0.5,-0.6252,1.7964
B2_4_0_-1_1,0.3748,-0.2036,1.5
B2_5_0_-1_1,0.2036,-0.5,1.3748
B2_6_0_-1_1,0.5,-0.3748,1.2036
B2_7_0_-1_1,0.6252,-0.2036,1.5
B2_8_0_-1_1,0.7964,-0.5,1.3748
B2_10_0_-1_1,0.3748,-0.7964,1.5
B2_11_0_-1_1,0.2036,-0.5,1.6252
B2_15_0_-1_1,0.5,-0.3748,1.7964
B2_18_0_-1_1,0.5,-0.6252,1.2036
B2_25_0_-1_1,0.1252,-1,1.7036
B2_26_0_-1_1,0.2964,-0.8748,1
B2_27_0_-1_1,0,-0.7036,1.8748
B2_28_0_-1_1,0.8748,-1,1.2964
B2_29_0_-1_1,0.7036,-0.1252,1
B2_30_0_-1_1,0,-0.2964,1.1252
B2_31_0_-1_1,0.1252,-1,1.2964
B2_32_0_-1_1,0.2964,-0.1252,1
B2_34_0_-1_1,0.8748,-1,1.7036
B2_35_0_-1_1,0.7036,-0.8748,1
B2_39_0_-1_1,0,-0.7036,1.1252
B2_42_0_-1_1,0,-0.2964,1.8748
Si1_1_0_-1_1,0,-0.5,1.75
Si1_2_0_-1_1,0.5,-0.75,1
Si1_3_0_-1_1,0.75,-1,1.5
Si1_4_0_-1_1,0,-0.5,1.25
Si1_5_0_-1_1,0.5,-0.25,1
Si1_6_0_-1_1,0.25,-1,1.5
Si3_1_0_-1_1,0.6974,-0.6974,1.6974
Si3_4_0_-1_1,0.3026,-0.3026,1.3026
Si3_7_0_-1_1,0.6974,-0.3026,1.3026
Si3_10_0_-1_1,0.3026,-0.6974,1.6974
Si3_13_0_-1_1,0.3026,-0.3026,1.6974
Si3_16_0_-1_1,0.6974,-0.6974,1.3026
Si3_19_0_-1_1,0.3026,-0.6974,1.3026
Si3_22_0_-1_1,0.6974,-0.3026,1.6974
Si3_25_0_-1_1,0.1974,-0.8026,1.8026
Si3_28_0_-1_1,0.8026,-0.1974,1.1974
Si3_31_0_-1_1,0.1974,-0.1974,1.1974
Si3_34_0_-1_1,0.8026,-0.8026,1.8026
Si3_37_0_-1_1,0.8026,-0.8026,1.1974
Si3_40_0_-1_1,0.1974,-0.1974,1.8026
Si3_43_0_-1_1,0.8026,-0.1974,1.8026
Si3_46_0_-1_1,0.1974,-0.8026,1.1974
Cs1_1_1_-1_1,1.5,-0.5,1.5
Cs1_25_1_-1_1,1,-1,1
Cs2_1_1_-1_1,1.5,-1,1.75
Cs2_2_1_-1_1,1,-0.75,1.5
Cs2_3_1_-1_1,1.75,-0.5,1
Cs2_4_1_-1_1,1.5,-1,1.25
Cs2_5_1_-1_1,1,-0.25,1.5
Cs2_6_1_-1_1,1.25,-0.5,1
B1_1_1_-1_1,1.6866,-0.6866,1.6866
B1_4_1_-1_1,1.3134,-0.3134,1.3134
B1_7_1_-1_1,1.6866,-0.3134,1.3134
B1_10_1_-1_1,1.3134,-0.6866,1.6866
B1_13_1_-1_1,1.3134,-0.3134,1.6866
B1_16_1_-1_1,1.6866,-0.6866,1.3134
B1_19_1_-1_1,1.3134,-0.6866,1.3134
B1_22_1_-1_1,1.6866,-0.3134,1.6866
B1_25_1_-1_1,1.1866,-0.8134,1.8134
B1_28_1_-1_1,1.8134,-0.1866,1.1866
B1_31_1_-1_1,1.1866,-0.1866,1.1866
B1_34_1_-1_1,1.8134,-0.8134,1.8134
B1_37_1_-1_1,1.8134,-0.8134,1.1866
B1_40_1_-1_1,1.1866,-0.1866,1.8134
B1_43_1_-1_1,1.8134,-0.1866,1.8134
B1_46_1_-1_1,1.1866,-0.8134,1.1866
B2_1_1_-1_1,1.6252,-0.7964,1.5
B2_2_1_-1_1,1.7964,-0.5,1.6252
B2_3_1_-1_1,1.5,-0.6252,1.7964
B2_4_1_-1_1,1.3748,-0.2036,1.5
B2_5_1_-1_1,1.2036,-0.5,1.3748
B2_6_1_-1_1,1.5,-0.3748,1.2036
B2_7_1_-1_1,1.6252,-0.2036,1.5
B2_8_1_-1_1,1.7964,-0.5,1.3748
B2_10_1_-1_1,1.3748,-0.7964,1.5
B2_11_1_-1_1,1.2036,-0.5,1.6252
B2_15_1_-1_1,1.5,-0.3748,1.7964
B2_18_1_-1_1,1.5,-0.6252,1.2036
B2_25_1_-1_1,1.1252,-1,1.7036
B2_26_1_-1_1,1.2964,-0.8748,1
B2_27_1_-1_1,1,-0.7036,1.8748
B2_28_1_-1_1,1.8748,-1,1.2964
B2_29_1_-1_1,1.7036,-0.1252,1
B2_30_1_-1_1,1,-0.2964,1.1252
B2_31_1_-1_1,1.1252,-1,1.2964
B2_32_1_-1_1,1.2964,-0.1252,1
B2_34_1_-1_1,1.8748,-1,1.7036
B2_35_1_-1_1,1.7036,-0.8748,1
B2_39_1_-1_1,1,-0.7036,1.1252
B2_42_1_-1_1,1,-0.2964,1.8748
Si1_1_1_-1_1,1,-0.5,1.75
Si1_2_1_-1_1,1.5,-0.75,1
Si1_3_1_-1_1,1.75,-1,1.5
Si1_4_1_-1_1,1,-0.5,1.25
Si1_5_1_-1_1,1.5,-0.25,1
Si1_6_1_-1_1,1.25,-1,1.5
Si3_1_1_-1_1,1.6974,-0.6974,1.6974
Si3_4_1_-1_1,1.3026,-0.3026,1.3026
Si3_7_1_-1_1,1.6974,-0.3026,1.3026
Si3_10_1_-1_1,1.3026,-0.6974,1.6974
Si3_13_1_-1_1,1.3026,-0.3026,1.6974
Si3_16_1_-1_1,1.6974,-0.6974,1.3026
Si3_19_1_-1_1,1.3026,-0.6974,1.3026
Si3_22_1_-1_1,1.6974,-0.3026,1.6974
Si3_25_1_-1_1,1.1974,-0.8026,1.8026
Si3_28_1_-1_1,1.8026,-0.1974,1.1974
Si3_31_1_-1_1,1.1974,-0.1974,1.1974
Si3_34_1_-1_1,1.8026,-0.8026,1.8026
Si3_37_1_-1_1,1.8026,-0.8026,1.1974
Si3_40_1_-1_1,1.1974,-0.1974,1.8026
Si3_43_1_-1_1,1.8026,-0.1974,1.8026
Si3_46_1_-1_1,1.1974,-0.8026,1.1974
Cs1_1_-1_0_1,-0.5,0.5,1.5
Cs1_25_-1_0_1,-1,0,1
Cs2_1_-1_0_1,-0.5,0,1.75
Cs2_2_-1_0_1,-1,0.25,1.5
Cs2_3_-1_0_1,-0.25,0.5,1
Cs2_4_-1_0_1,-0.5,0,1.25
Cs2_5_-1_0_1,-1,0.75,1.5
Cs2_6_-1_0_1,-0.75,0.5,1
B1_1_-1_0_1,-0.3134,0.3134,1.6866
B1_4_-1_0_1,-0.6866,0.6866,1.3134
B1_7_-1_0_1,-0.3134,0.6866,1.3134
B1_10_-1_0_1,-0.6866,0.3134,1.6866
B1_13_-1_0_1,-0.6866,0.6866,1.6866
B1_16_-1_0_1,-0.3134,0.3134,1.3134
B1_19_-1_0_1,-0.6866,0.3134,1.3134
B1_22_-1_0_1,-0.3134,0.6866,1.6866
B1_25_-1_0_1,-0.8134,0.1866,1.8134
B1_28_-1_0_1,-0.1866,0.8134,1.1866
B1_31_-1_0_1,-0.8134,0.8134,1.1866
B1_34_-1_0_1,-0.1866,0.1866,1.8134
B1_37_-1_0_1,-0.1866,0.1866,1.1866
B1_40_-1_0_1,-0.8134,0.8134,1.8134
B1_43_-1_0_1,-0.1866,0.8134,1.8134
B1_46_-1_0_1,-0.8134,0.1866,1.1866
B2_1_-1_0_1,-0.3748,0.2036,1.5
B2_2_-1_0_1,-0.2036,0.5,1.6252
B2_3_-1_0_1,-0.5,0.3748,1.7964
B2_4_-1_0_1,-0.6252,0.7964,1.5
B2_5_-1_0_1,-0.7964,0.5,1.3748
B2_6_-1_0_1,-0.5,0.6252,1.2036
B2_7_-1_0_1,-0.3748,0.7964,1.5
B2_8_-1_0_1,-0.2036,0.5,1.3748
B2_10_-1_0_1,-0.6252,0.2036,1.5
B2_11_-1_0_1,-0.7964,0.5,1.6252
B2_15_-1_0_1,-0.5,0.6252,1.7964
B2_18_-1_0_1,-0.5,0.3748,1.2036
B2_25_-1_0_1,-0.8748,0,1.7036
B2_26_-1_0_1,-0.7036,0.1252,1
B2_27_-1_0_1,-1,0.2964,1.8748
B2_28_-1_0_1,-0.1252,0,1.2964
B2_29_-1_0_1,-0.2964,0.8748,1
B2_30_-1_0_1,-1,0.7036,1.1252
B2_31_-1_0_1,-0.8748,0,1.2964
B2_32_-1_0_1,-0.7036,0.8748,1
B2_34_-1_0_1,-0.1252,0,1.7036
B2_35_-1_0_1,-0.2964,0.1252,1
B2_39_-1_0_1,-1,0.2964,1.1252
B2_42_-1_0_1,-1,0.7036,1.8748
Si1_1_-1_0_1,-1,0.5,1.75
Si1_2_-1_0_1,-0.5,0.25,1
Si1_3_-1_0_1,-0.25,0,1.5
Si1_4_-1_0_1,-1,0.5,1.25
Si1_5_-1_0_1,-0.5,0.75,1
Si1_6_-1_0_1,-0.75,0,1.5
Si3_1_-1_0_1,-0.3026,0.3026,1.6974
Si3_4_-1_0_1,-0.6974,0.6974,1.3026
Si3_7_-1_0_1,-0.3026,0.6974,1.3026
Si3_10_-1_0_1,-0.6974,0.3026,1.6974
Si3_13_-1_0_1,-0.6974,0.6974,1.6974
Si3_16_-1_0_1,-0.3026,0.3026,1.3026
Si3_19_-1_0_1,-0.6974,0.3026,1.3026
Si3_22_-1_0_1,-0.3026,0.6974,1.6974
Si3_25_-1_0_1,-0.8026,0.1974,1.8026
Si3_28_-1_0_1,-0.1974,0.8026,1.1974
Si3_31_-1_0_1,-0.8026,0.8026,1.1974
Si3_34_-1_0_1,-0.1974,0.1974,1.8026
Si3_37_-1_0_1,-0.1974,0.1974,1.1974
Si3_40_-1_0_1,-0.8026,0.8026,1.8026
Si3_43_-1_0_1,-0.1974,0.8026,1.8026
Si3_46_-1_0_1,-0.8026,0.1974,1.1974
Cs1_1_0_0_1,0.5,0.5,1.5
